,order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price,total_price
43670,1704904,2019-10-21,16383,Yogyakarta,Yogyakarta,P2161,BRAND_M,8,695000,5560000
43671,1704691,2019-10-21,12925,Bekasi,Jawa Barat,P3907,BRAND_V,12,310000,3720000
43672,1704982,2019-10-21,15492,Surakarta,Jawa Tengah,P3039,BRAND_R,12,159000,1908000
43673,1704943,2019-10-21,14387,Yogyakarta,Yogyakarta,P2960,BRAND_R,8,590000,4720000
43674,1704685,2019-10-21,15358,Surakarta,Jawa Tengah,P1259,BRAND_E,12,450000,5400000
43675,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P1304,BRAND_F,2,2913000,5826000
43676,1704724,2019-10-21,15218,Yogyakarta,Yogyakarta,P2889,BRAND_R,2,2987000,5974000
43678,1704904,2019-10-21,16383,Yogyakarta,Yogyakarta,P1685,BRAND_H,4,747000,2988000
43679,1704661,2019-10-21,15626,Jakarta Pusat,DKI Jakarta,P3183,BRAND_S,16,240000,3840000
43680,1704979,2019-10-21,13200,Jakarta Timur,DKI Jakarta,P0167,BRAND_A,4,1325000,5300000
43681,1705000,2019-10-21,15344,Yogyakarta,Yogyakarta,P2715,BRAND_P,6,1045000,6270000
43682,1705129,2019-10-21,14031,Jakarta Barat,DKI Jakarta,P3859,BRAND_V,9,1745000,15705000
43683,1704949,2019-10-21,16407,Yogyakarta,Yogyakarta,P4049,BRAND_W,5,747000,3735000
43684,1704703,2019-10-21,17705,Jakarta Pusat,DKI Jakarta,P3187,BRAND_S,16,240000,3840000
43686,1704943,2019-10-21,14387,Yogyakarta,Yogyakarta,P1118,BRAND_D,2,2900000,5800000
43689,1704985,2019-10-21,18016,Semarang,Jawa Tengah,P3295,BRAND_S,6,1465000,8790000
43690,1704694,2019-10-21,14808,Bogor,Jawa Barat,P0682,BRAND_C,48,159000,7632000
43691,1704688,2019-10-21,15358,Surakarta,Jawa Tengah,P1218,BRAND_E,6,740000,4440000
43692,1704736,2019-10-21,13867,Jakarta Barat,DKI Jakarta,P1514,BRAND_G,12,310000,3720000
43693,1704904,2019-10-21,16383,Yogyakarta,Yogyakarta,P3112,BRAND_S,2,590000,1180000
43694,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P1744,BRAND_H,2,2913000,5826000
43695,1705000,2019-10-21,15344,Yogyakarta,Yogyakarta,P2570,BRAND_P,6,740000,4440000
43696,1704976,2019-10-21,14667,Jakarta Selatan,DKI Jakarta,P3813,BRAND_U,15,450000,6750000
43697,1704997,2019-10-21,13434,Bogor,Jawa Barat,P2770,BRAND_P,96,660000,63360000
43699,1704952,2019-10-21,17491,Jakarta Utara,DKI Jakarta,P1109,BRAND_D,4,2900000,11600000
43700,1704949,2019-10-21,16407,Yogyakarta,Yogyakarta,P1788,BRAND_H,6,1325000,7950000
43701,1704985,2019-10-21,18016,Semarang,Jawa Tengah,P2790,BRAND_P,20,310000,6200000
43702,1704985,2019-10-21,18016,Semarang,Jawa Tengah,P2104,BRAND_L,5,695000,3475000
43703,1704682,2019-10-21,17841,Jakarta Utara,DKI Jakarta,P2296,BRAND_M,2,113000,226000
43704,1704682,2019-10-21,17841,Jakarta Utara,DKI Jakarta,P1780,BRAND_H,1,2200000,2200000
43705,1704709,2019-10-21,12820,Bekasi,Jawa Barat,P1892,BRAND_J,10,740000,7400000
43707,1704970,2019-10-21,15078,Jakarta Barat,DKI Jakarta,P0241,BRAND_A,6,747000,4482000
43708,1704673,2019-10-21,17377,Jakarta Pusat,DKI Jakarta,P2765,BRAND_P,2,450000,900000
43709,1704961,2019-10-21,17674,Surabaya,Jawa Timur,P3693,BRAND_T,25,159000,3975000
43710,1704934,2019-10-21,17287,Jakarta Pusat,DKI Jakarta,P2557,BRAND_P,12,159000,1908000
43711,1704694,2019-10-21,14808,Bogor,Jawa Barat,P3964,BRAND_W,4,695000,2780000
43712,1704724,2019-10-21,15218,Yogyakarta,Yogyakarta,P1902,BRAND_J,100,639000,63900000
43713,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P3340,BRAND_S,1,450000,450000
43716,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P3069,BRAND_R,2,2039000,4078000
43717,1704694,2019-10-21,14808,Bogor,Jawa Barat,P3039,BRAND_R,36,159000,5724000
43719,1704646,2019-10-21,13390,Jakarta Barat,DKI Jakarta,P3906,BRAND_V,4,1325000,5300000
43720,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P0120,BRAND_A,1,1164000,1164000
43721,1705102,2019-10-21,15755,Semarang,Jawa Tengah,P2063,BRAND_L,12,159000,1908000
43723,1704661,2019-10-21,15626,Jakarta Pusat,DKI Jakarta,P2205,BRAND_M,36,240000,8640000
43724,1704685,2019-10-21,15358,Surakarta,Jawa Tengah,P3191,BRAND_S,24,159000,3816000
43725,1704706,2019-10-21,13410,Bekasi,Jawa Barat,P0310,BRAND_B,6,1745000,10470000
43726,1705102,2019-10-21,15755,Semarang,Jawa Tengah,P2064,BRAND_L,12,159000,1908000
43727,1704667,2019-10-21,16603,Malang,Jawa Timur,P2087,BRAND_L,10,590000,5900000
43729,1704955,2019-10-21,13233,Malang,Jawa Timur,P0817,BRAND_C,48,149000,7152000
43730,1704934,2019-10-21,17287,Jakarta Pusat,DKI Jakarta,P3362,BRAND_S,2,310000,620000
43731,1704958,2019-10-21,17389,Malang,Jawa Timur,P1868,BRAND_J,36,1325000,47700000
43733,1704991,2019-10-21,16468,Semarang,Jawa Tengah,P3620,BRAND_S,1,4387000,4387000
43734,1704904,2019-10-21,16383,Yogyakarta,Yogyakarta,P0759,BRAND_C,2,1465000,2930000
43735,1704655,2019-10-21,13389,Bandung,Jawa Barat,P2980,BRAND_R,24,303000,7272000
43736,1704673,2019-10-21,17377,Jakarta Pusat,DKI Jakarta,P1681,BRAND_H,3,747000,2241000
43737,1704676,2019-10-21,13014,Jakarta Selatan,DKI Jakarta,P2889,BRAND_R,4,2987000,11948000
43738,1704988,2019-10-21,15243,Bogor,Jawa Barat,P0310,BRAND_B,3,1745000,5235000
43739,1704940,2019-10-21,14908,Jakarta Timur,DKI Jakarta,P0862,BRAND_C,8,3494000,27952000
43740,1704970,2019-10-21,15078,Jakarta Barat,DKI Jakarta,P0898,BRAND_C,12,740000,8880000
43742,1704673,2019-10-21,17377,Jakarta Pusat,DKI Jakarta,P1803,BRAND_H,2,1745000,3490000
43744,1704934,2019-10-21,17287,Jakarta Pusat,DKI Jakarta,P1744,BRAND_H,3,1465000,4395000
43745,1704646,2019-10-21,13390,Jakarta Barat,DKI Jakarta,P0139,BRAND_A,8,800000,6400000
43746,1704682,2019-10-21,17841,Jakarta Utara,DKI Jakarta,P2441,BRAND_P,1,205000,205000
43747,1705093,2019-10-21,16999,Jakarta Utara,DKI Jakarta,P1778,BRAND_H,4,1325000,5300000
43750,1704661,2019-10-21,15626,Jakarta Pusat,DKI Jakarta,P4204,BRAND_Z,12,310000,3720000
43752,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P3827,BRAND_V,5,873000,4365000
43753,1704934,2019-10-21,17287,Jakarta Pusat,DKI Jakarta,P2783,BRAND_P,4,555000,2220000
43754,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P0736,BRAND_C,1,583000,583000
43755,1704943,2019-10-21,14387,Yogyakarta,Yogyakarta,P1683,BRAND_H,2,747000,1494000
43757,1704688,2019-10-21,15358,Surakarta,Jawa Tengah,P1225,BRAND_E,6,740000,4440000
43758,1704979,2019-10-21,13200,Jakarta Timur,DKI Jakarta,P3753,BRAND_T,12,520000,6240000
43759,1704961,2019-10-21,17674,Surabaya,Jawa Timur,P0669,BRAND_C,12,159000,1908000
43760,1704946,2019-10-21,16705,Surakarta,Jawa Tengah,P1217,BRAND_E,6,740000,4440000
43761,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P0342,BRAND_B,1,873000,873000
43763,1704982,2019-10-21,15492,Surakarta,Jawa Tengah,P2977,BRAND_R,4,1325000,5300000
43764,1704970,2019-10-21,15078,Jakarta Barat,DKI Jakarta,P1902,BRAND_J,20,740000,14800000
43765,1704718,2019-10-21,18205,Jakarta Pusat,DKI Jakarta,P3266,BRAND_S,4,1745000,6980000
43766,1704958,2019-10-21,17389,Malang,Jawa Timur,P1468,BRAND_F,54,1325000,71550000
43767,1704730,2019-10-21,14217,Yogyakarta,Yogyakarta,P3415,BRAND_S,2,2200000,4400000
43768,1704691,2019-10-21,12925,Bekasi,Jawa Barat,P2908,BRAND_R,2,2900000,5800000
43769,1705039,2019-10-21,14096,Surakarta,Jawa Tengah,P0808,BRAND_C,1,873000,873000
43770,1704685,2019-10-21,15358,Surakarta,Jawa Tengah,P3188,BRAND_S,24,159000,3816000
43771,1704703,2019-10-21,17705,Jakarta Pusat,DKI Jakarta,P1913,BRAND_J,10,740000,7400000
43772,1704736,2019-10-21,13867,Jakarta Barat,DKI Jakarta,P3047,BRAND_R,12,450000,5400000
43773,1704682,2019-10-21,17841,Jakarta Utara,DKI Jakarta,P2898,BRAND_R,1,1045000,1045000
43774,1705027,2019-10-21,14473,Malang,Jawa Timur,P0047,BRAND_A,2,2795000,5590000
43776,1704937,2019-10-21,18241,Jakarta Selatan,DKI Jakarta,P0813,BRAND_C,24,310000,7440000
43777,1719415,2019-11-21,15023,Jakarta Utara,DKI Jakarta,P2103,BRAND_L,3,590000,1770000
43778,1719211,2019-11-21,13263,Yogyakarta,Yogyakarta,P2101,BRAND_L,5,590000,2950000
43779,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P2736,BRAND_P,1,450000,450000
43780,1719001,2019-11-21,14752,Jakarta Pusat,DKI Jakarta,P3754,BRAND_T,12,1745000,20940000
43781,1719367,2019-11-21,14357,Yogyakarta,Yogyakarta,P3912,BRAND_V,1,3494000,3494000
43782,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P2210,BRAND_M,3,159000,477000
43783,1719085,2019-11-21,16847,Yogyakarta,Yogyakarta,P1320,BRAND_F,4,1325000,5300000
43784,1719352,2019-11-21,16688,Jakarta Timur,DKI Jakarta,P0042,BRAND_A,12,310000,3720000
43785,1719367,2019-11-21,14357,Yogyakarta,Yogyakarta,P3546,BRAND_S,1,590000,590000
43786,1719280,2019-11-21,18283,Jakarta Selatan,DKI Jakarta,P0119,BRAND_A,1,303000,303000
43787,1718908,2019-11-21,13363,Bogor,Jawa Barat,P0106,BRAND_A,12,450000,5400000
43789,1719370,2019-11-21,13654,Bogor,Jawa Barat,P0803,BRAND_C,12,310000,3720000
43790,1719199,2019-11-21,16026,Jakarta Selatan,DKI Jakarta,P1768,BRAND_H,12,240000,2880000
43791,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P2956,BRAND_R,5,695000,3475000
43792,1719235,2019-11-21,12839,Jakarta Selatan,DKI Jakarta,P1144,BRAND_D,20,450000,9000000
43793,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P3951,BRAND_W,3,2095000,6285000
43794,1719313,2019-11-21,17652,Jakarta Pusat,DKI Jakarta,P2940,BRAND_R,6,904000,5424000
43795,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P0205,BRAND_A,1,86000,86000
43798,1719061,2019-11-21,14842,Bogor,Jawa Barat,P0003,BRAND_A,12,450000,5400000
43799,1719256,2019-11-21,14441,Bogor,Jawa Barat,P3076,BRAND_R,4,2795000,11180000
43800,1718800,2019-11-21,13458,Bekasi,Jawa Barat,P3224,BRAND_S,16,303000,4848000
43801,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P3250,BRAND_S,2,310000,620000
43803,1719352,2019-11-21,16688,Jakarta Timur,DKI Jakarta,P0118,BRAND_A,48,303000,14544000
43804,1718908,2019-11-21,13363,Bogor,Jawa Barat,P3185,BRAND_S,16,240000,3840000
43806,1719226,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P2968,BRAND_R,8,4475000,35800000
43807,1718908,2019-11-21,13363,Bogor,Jawa Barat,P3183,BRAND_S,16,240000,3840000
43808,1719097,2019-11-21,18211,Bogor,Jawa Barat,P1030,BRAND_D,2,450000,900000
43812,1719337,2019-11-21,16416,Bekasi,Jawa Barat,P0041,BRAND_A,72,310000,22320000
43813,1719256,2019-11-21,14441,Bogor,Jawa Barat,P0223,BRAND_A,1,5839000,5839000
43814,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P2230,BRAND_M,2,275000,550000
43815,1719367,2019-11-21,14357,Yogyakarta,Yogyakarta,P1890,BRAND_J,3,740000,2220000
43816,1719208,2019-11-21,18077,Jakarta Selatan,DKI Jakarta,P0881,BRAND_C,6,904000,5424000
43817,1719070,2019-11-21,13882,Jakarta Pusat,DKI Jakarta,P1732,BRAND_H,48,79000,3792000
43819,1718800,2019-11-21,13458,Bekasi,Jawa Barat,P0674,BRAND_C,12,159000,1908000
43821,1719283,2019-11-21,15707,Surakarta,Jawa Tengah,P3329,BRAND_S,3,1325000,3975000
43822,1719097,2019-11-21,18211,Bogor,Jawa Barat,P1855,BRAND_I,2,450000,900000
43823,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P2897,BRAND_R,4,695000,2780000
43824,1719280,2019-11-21,18283,Jakarta Selatan,DKI Jakarta,P2207,BRAND_M,1,159000,159000
43825,1719451,2019-11-21,15014,Jakarta Selatan,DKI Jakarta,P3268,BRAND_S,2,450000,900000
43827,1718998,2019-11-21,14560,Yogyakarta,Yogyakarta,P3255,BRAND_S,3,1745000,5235000
43828,1719418,2019-11-21,14716,Jakarta Pusat,DKI Jakarta,P2771,BRAND_P,4,450000,1800000
43829,1719229,2019-11-21,13488,Surabaya,Jawa Timur,P2097,BRAND_L,10,590000,5900000
43830,1719097,2019-11-21,18211,Bogor,Jawa Barat,P2447,BRAND_P,1,1024000,1024000
43831,1719307,2019-11-21,13266,Bekasi,Jawa Barat,P3341,BRAND_S,24,205000,4920000
43832,1719391,2019-11-21,13969,Surakarta,Jawa Tengah,P1680,BRAND_H,12,747000,8964000
43833,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P0773,BRAND_C,3,3494000,10482000
43834,1719436,2019-11-21,18219,Jakarta Pusat,DKI Jakarta,P4130,BRAND_W,25,159000,3975000
43835,1719307,2019-11-21,13266,Bekasi,Jawa Barat,P3981,BRAND_W,6,695000,4170000
43836,1718797,2019-11-21,15791,Jakarta Selatan,DKI Jakarta,P1910,BRAND_J,10,740000,7400000
43837,1719199,2019-11-21,16026,Jakarta Selatan,DKI Jakarta,P3348,BRAND_S,10,450000,4500000
43839,1719415,2019-11-21,15023,Jakarta Utara,DKI Jakarta,P4071,BRAND_W,6,1045000,6270000
43840,1719199,2019-11-21,16026,Jakarta Selatan,DKI Jakarta,P1498,BRAND_G,11,310000,3410000
43841,1719370,2019-11-21,13654,Bogor,Jawa Barat,P3857,BRAND_V,6,904000,5424000
43842,1719352,2019-11-21,16688,Jakarta Timur,DKI Jakarta,P4078,BRAND_W,12,590000,7080000
43843,1718791,2019-11-21,17613,Jakarta Pusat,DKI Jakarta,P0176,BRAND_A,60,740000,44400000
43844,1719427,2019-11-21,18035,Jakarta Selatan,DKI Jakarta,P3865,BRAND_V,40,695000,27800000
43845,1719085,2019-11-21,16847,Yogyakarta,Yogyakarta,P2865,BRAND_R,6,1045000,6270000
43848,1719385,2019-11-21,13538,Jakarta Barat,DKI Jakarta,P1108,BRAND_D,6,2900000,17400000
43849,1719226,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P4064,BRAND_W,1,303000,303000
43850,1719379,2019-11-21,15738,Jakarta Selatan,DKI Jakarta,P2667,BRAND_P,3,1920000,5760000
43851,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P3204,BRAND_S,2,450000,900000
43853,1718992,2019-11-21,17878,Yogyakarta,Yogyakarta,P2893,BRAND_R,6,590000,3540000
43856,1719451,2019-11-21,15014,Jakarta Selatan,DKI Jakarta,P1511,BRAND_G,3,450000,1350000
43857,1719337,2019-11-21,16416,Bekasi,Jawa Barat,P1723,BRAND_H,24,450000,10800000
43858,1719328,2019-11-21,15144,Jakarta Barat,DKI Jakarta,P1908,BRAND_J,20,740000,14800000
43860,1719058,2019-11-21,15145,Depok,Jawa Barat,P2494,BRAND_P,6,1045000,6270000
43862,1718791,2019-11-21,17613,Jakarta Pusat,DKI Jakarta,P1352,BRAND_F,12,450000,5400000
43864,1719370,2019-11-21,13654,Bogor,Jawa Barat,P1288,BRAND_F,48,149000,7152000
43865,1719391,2019-11-21,13969,Surakarta,Jawa Tengah,P2872,BRAND_R,1,2900000,2900000
43866,1719235,2019-11-21,12839,Jakarta Selatan,DKI Jakarta,P4075,BRAND_W,6,1045000,6270000
43867,1719004,2019-11-21,12841,Jakarta Selatan,DKI Jakarta,P3937,BRAND_W,1,1024000,1024000
43870,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P1320,BRAND_F,1,1325000,1325000
43871,1718770,2019-11-21,15948,Malang,Jawa Timur,P1518,BRAND_G,12,695000,8340000
43872,1719226,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P3549,BRAND_S,1,310000,310000
43873,1719199,2019-11-21,16026,Jakarta Selatan,DKI Jakarta,P1337,BRAND_F,1,1150000,1150000
43874,1718908,2019-11-21,13363,Bogor,Jawa Barat,P1230,BRAND_E,36,149000,5364000
43875,1719283,2019-11-21,15707,Surakarta,Jawa Tengah,P0792,BRAND_C,1,747000,747000
43876,1719082,2019-11-21,18225,Surakarta,Jawa Tengah,P2555,BRAND_P,6,904000,5424000
43877,1718839,2019-11-21,13988,Surabaya,Jawa Timur,P3454,BRAND_S,12,383000,4596000
43881,1719352,2019-11-21,16688,Jakarta Timur,DKI Jakarta,P0171,BRAND_A,4,1325000,5300000
43882,1719229,2019-11-21,13488,Surabaya,Jawa Timur,P3620,BRAND_S,1,4387000,4387000
43883,1719211,2019-11-21,13263,Yogyakarta,Yogyakarta,P2807,BRAND_P,1,590000,590000
43884,1718998,2019-11-21,14560,Yogyakarta,Yogyakarta,P0631,BRAND_C,1,4475000,4475000
43885,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P2978,BRAND_R,1,3494000,3494000
43886,1719283,2019-11-21,15707,Surakarta,Jawa Tengah,P2420,BRAND_P,1,149000,149000
43887,1719256,2019-11-21,14441,Bogor,Jawa Barat,P3666,BRAND_S,2,3494000,6988000
43888,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P3958,BRAND_W,6,520000,3120000
43889,1719283,2019-11-21,15707,Surakarta,Jawa Tengah,P1469,BRAND_F,1,1325000,1325000
43890,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P0577,BRAND_B,4,1325000,5300000
43892,1719229,2019-11-21,13488,Surabaya,Jawa Timur,P1318,BRAND_F,4,1325000,5300000
43893,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P1961,BRAND_L,2,4387000,8774000
43894,1719061,2019-11-21,14842,Bogor,Jawa Barat,P2651,BRAND_P,4,1325000,5300000
43896,1719211,2019-11-21,13263,Yogyakarta,Yogyakarta,P3716,BRAND_T,1,1465000,1465000
43898,1718770,2019-11-21,15948,Malang,Jawa Timur,P1310,BRAND_F,6,1045000,6270000
43899,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P2421,BRAND_P,6,159000,954000
43900,1719022,2019-11-21,16009,Malang,Jawa Timur,P3748,BRAND_T,12,590000,7080000
43901,1719289,2019-11-21,14004,Jakarta Selatan,DKI Jakarta,P2761,BRAND_P,12,590000,7080000
43903,1718992,2019-11-21,17878,Yogyakarta,Yogyakarta,P1742,BRAND_H,5,590000,2950000
43904,1719436,2019-11-21,18219,Jakarta Pusat,DKI Jakarta,P0879,BRAND_C,6,904000,5424000
43905,1719082,2019-11-21,18225,Surakarta,Jawa Tengah,P2932,BRAND_R,6,904000,5424000
43906,1719283,2019-11-21,15707,Surakarta,Jawa Tengah,P2770,BRAND_P,2,747000,1494000
43908,1719307,2019-11-21,13266,Bekasi,Jawa Barat,P3584,BRAND_S,8,450000,3600000
43909,1719025,2019-11-21,12901,Bekasi,Jawa Barat,P0306,BRAND_B,2,975000,1950000
43910,1718992,2019-11-21,17878,Yogyakarta,Yogyakarta,P1808,BRAND_H,32,159000,5088000
43911,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P3479,BRAND_S,1,520000,520000
43912,1719061,2019-11-21,14842,Bogor,Jawa Barat,P2853,BRAND_R,6,740000,4440000
43913,1719223,2019-11-21,16265,Jakarta Pusat,DKI Jakarta,P2250,BRAND_M,12,149000,1788000
43914,1719457,2019-11-21,17530,Jakarta Selatan,DKI Jakarta,P2763,BRAND_P,1,590000,590000
43915,1719085,2019-11-21,16847,Yogyakarta,Yogyakarta,P3309,BRAND_S,12,450000,5400000
43916,1719280,2019-11-21,18283,Jakarta Selatan,DKI Jakarta,P1908,BRAND_J,5,740000,3700000
43917,1719457,2019-11-21,17530,Jakarta Selatan,DKI Jakarta,P2263,BRAND_M,3,149000,447000
43918,1719307,2019-11-21,13266,Bekasi,Jawa Barat,P2097,BRAND_L,10,590000,5900000
43919,1719307,2019-11-21,13266,Bekasi,Jawa Barat,P2478,BRAND_P,12,520000,6240000
43920,1718839,2019-11-21,13988,Surabaya,Jawa Timur,P0098,BRAND_A,12,450000,5400000
43921,1719328,2019-11-21,15144,Jakarta Barat,DKI Jakarta,P1945,BRAND_K,4,1500000,6000000
43922,1719457,2019-11-21,17530,Jakarta Selatan,DKI Jakarta,P2954,BRAND_R,20,299000,5980000
43923,1718800,2019-11-21,13458,Bekasi,Jawa Barat,P2089,BRAND_L,10,590000,5900000
43924,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P1958,BRAND_L,1,4387000,4387000
43925,1719223,2019-11-21,16265,Jakarta Pusat,DKI Jakarta,P1927,BRAND_K,24,240000,5760000
43927,1719289,2019-11-21,14004,Jakarta Selatan,DKI Jakarta,P2958,BRAND_R,12,520000,6240000
43928,1719229,2019-11-21,13488,Surabaya,Jawa Timur,P2625,BRAND_P,12,450000,5400000
43929,1719280,2019-11-21,18283,Jakarta Selatan,DKI Jakarta,P2575,BRAND_P,1,520000,520000
43930,1719307,2019-11-21,13266,Bekasi,Jawa Barat,P3451,BRAND_S,4,1500000,6000000
43931,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P1813,BRAND_I,1,747000,747000
43933,1718992,2019-11-21,17878,Yogyakarta,Yogyakarta,P3028,BRAND_R,10,590000,5900000
43934,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P3348,BRAND_S,10,450000,4500000
43935,1719061,2019-11-21,14842,Bogor,Jawa Barat,P3462,BRAND_S,12,303000,3636000
43936,1719331,2019-11-21,17677,Jakarta Barat,DKI Jakarta,P1898,BRAND_J,100,639000,63900000
43940,1719058,2019-11-21,15145,Depok,Jawa Barat,P0764,BRAND_C,4,1465000,5860000
43942,1718983,2019-11-21,17684,Bogor,Jawa Barat,P1854,BRAND_I,12,590000,7080000
43943,1719307,2019-11-21,13266,Bekasi,Jawa Barat,P4067,BRAND_W,6,2795000,16770000
43947,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P0310,BRAND_B,2,1745000,3490000
43948,1719415,2019-11-21,15023,Jakarta Utara,DKI Jakarta,P1318,BRAND_F,3,1325000,3975000
43949,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P3280,BRAND_S,4,520000,2080000
43950,1719358,2019-11-21,15498,Semarang,Jawa Tengah,P1099,BRAND_D,10,2490000,24900000
43951,1718770,2019-11-21,15948,Malang,Jawa Timur,P3748,BRAND_T,12,590000,7080000
43952,1719067,2019-11-21,16011,Yogyakarta,Yogyakarta,P2471,BRAND_P,6,1325000,7950000
43953,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P2793,BRAND_P,3,747000,2241000
43955,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P3863,BRAND_V,4,2095000,8380000
43956,1719439,2019-11-21,16422,Yogyakarta,Yogyakarta,P0596,BRAND_B,720,124000,89280000
43958,1719391,2019-11-21,13969,Surakarta,Jawa Tengah,P2870,BRAND_R,1,2900000,2900000
43960,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P0100,BRAND_A,12,450000,5400000
43961,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P1567,BRAND_G,4,747000,2988000
43963,1719061,2019-11-21,14842,Bogor,Jawa Barat,P3748,BRAND_T,12,590000,7080000
43964,1719097,2019-11-21,18211,Bogor,Jawa Barat,P3041,BRAND_R,12,310000,3720000
43965,1719337,2019-11-21,16416,Bekasi,Jawa Barat,P1814,BRAND_I,20,303000,6060000
43966,1718806,2019-11-21,14189,Jakarta Timur,DKI Jakarta,P3735,BRAND_T,12,205000,2460000
43967,1719004,2019-11-21,12841,Jakarta Selatan,DKI Jakarta,P0813,BRAND_C,30,310000,9300000
43968,1719451,2019-11-21,15014,Jakarta Selatan,DKI Jakarta,P0758,BRAND_C,3,695000,2085000
43969,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P2930,BRAND_R,2,450000,900000
43970,1719436,2019-11-21,18219,Jakarta Pusat,DKI Jakarta,P1480,BRAND_G,4,1325000,5300000
43971,1719280,2019-11-21,18283,Jakarta Selatan,DKI Jakarta,P0377,BRAND_B,1,1024000,1024000
43972,1719022,2019-11-21,16009,Malang,Jawa Timur,P2329,BRAND_N,2,3494000,6988000
43973,1719451,2019-11-21,15014,Jakarta Selatan,DKI Jakarta,P2489,BRAND_P,2,1045000,2090000
43974,1719229,2019-11-21,13488,Surabaya,Jawa Timur,P3662,BRAND_S,12,450000,5400000
43977,1719313,2019-11-21,17652,Jakarta Pusat,DKI Jakarta,P2092,BRAND_L,10,590000,5900000
43978,1719367,2019-11-21,14357,Yogyakarta,Yogyakarta,P4049,BRAND_W,2,747000,1494000
43979,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P1488,BRAND_G,2,590000,1180000
43981,1719448,2019-11-21,16438,Purwokerto,Jawa Tengah,P3407,BRAND_S,3,747000,2241000
43982,1719025,2019-11-21,12901,Bekasi,Jawa Barat,P1868,BRAND_J,4,1325000,5300000
43983,1718839,2019-11-21,13988,Surabaya,Jawa Timur,P0105,BRAND_A,12,520000,6240000
43984,1719352,2019-11-21,16688,Jakarta Timur,DKI Jakarta,P2406,BRAND_P,24,149000,3576000
43988,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P0071,BRAND_A,2,695000,1390000
43990,1719328,2019-11-21,15144,Jakarta Barat,DKI Jakarta,P1830,BRAND_I,2,2987000,5974000
43992,1719229,2019-11-21,13488,Surabaya,Jawa Timur,P0080,BRAND_A,24,520000,12480000
43993,1719370,2019-11-21,13654,Bogor,Jawa Barat,P1685,BRAND_H,12,747000,8964000
43994,1719250,2019-11-21,13735,Jakarta Pusat,DKI Jakarta,P1956,BRAND_L,2,4387000,8774000
43995,1719088,2019-11-21,14971,Jakarta Pusat,DKI Jakarta,P2853,BRAND_R,2,740000,1480000
43996,1719115,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P3814,BRAND_U,2,747000,1494000
43997,1719205,2019-11-21,17545,Jakarta Utara,DKI Jakarta,P1902,BRAND_J,1,740000,740000
43998,1719448,2019-11-21,16438,Purwokerto,Jawa Tengah,P1321,BRAND_F,2,79000,158000
43999,1719082,2019-11-21,18225,Surakarta,Jawa Tengah,P4009,BRAND_W,24,1045000,25080000
44000,1719289,2019-11-21,14004,Jakarta Selatan,DKI Jakarta,P1803,BRAND_H,4,1745000,6980000
